Schools,Department,Link,Race,Gender,Name,Title,Website,Photo.Link,Research.Area
University of Alabama,computerScience,https://cs.ua.edu/,Black,Woman,Monica Anderson,Associate Professor,https://eng.ua.edu/eng-directory/dr-monica-anderson/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Alabama/Monica_Anderson.jpg,robotics
University of Alabama in Huntsville,computerScience,https://www.uah.edu/science/departments/computer-science,Black,Woman,Vineetha Menon,Associate Professor,https://www.uah.edu/science/departments/computer-science/faculty-staff/vineetha-menon,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Alabama_in_Huntsville/Vineetha_Menon%2C_Ph.D..jpg,"big data analytics, data science"
University of Arizona,computerScience,https://www.cs.arizona.edu/,Hispanic,Man,Jason Pacheco,Assistant Professor,https://www.cs.arizona.edu/person/jason-pacheco,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Arizona/Jason_Pacheco.jpg,"artificial intellingence, machine learning"
"University of California, Berkeley",computerScience,https://eecs.berkeley.edu/,Black,Man,Anthony D. Joseph,Professor,https://www2.eecs.berkeley.edu/Faculty/Homepages/joseph.html,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_Berkeley/Anthony_D_Joseph.jpeg","operating systems & networking (osnt), security (sec)"
"University of California, Davis",computerScience,https://cs.ucdavis.edu/,Hispanic,Man,Alexander Gamero-Garrido,Assistant Professor,https://cs.ucdavis.edu/directory/alexander-gamero-garrido-0,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_Davis/Alexander_Gamero-Garrido.jpg",intersection of computer networking systems and public policy with an emphasis on online privacy
"University of California, Davis",computerScience,https://cs.ucdavis.edu/,Hispanic,Woman,Cindy Rubio Gonzalez,Associate Professor,https://cs.ucdavis.edu/directory/cindy-rubio-gonzalez,https://academicphotos.s3.amazonaws.com/computerScience/University_of_California%2C_Davis/Cindy+Rubio+Gonzalez.jpg,"programming languages, software engineering"
"University of California, Los Angeles",computerScience,https://www.cs.ucla.edu/,Black,Man,Blaisepascal Tine,Assistant Professor,https://samueli.ucla.edu/people/blaise-pascal-tine/,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_Los_Angeles/Blaise-Pascal_Tine.jpeg",hardware accelerators and software co-design
"University of California, Los Angeles",computerScience,https://www.cs.ucla.edu/,Black,Woman,Saadia Gabriel,Assistant Professor,https://samueli.ucla.edu/people/67993/,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_Los_Angeles/Saadia_Gabriel.jpeg",measuring factuality and intent of human-written language
"University of California, San Diego",computerScience,https://cse.ucsd.edu/,Black,Woman,Imani Munyaka,Assistant Professor,https://cse.ucsd.edu/people/faculty-profiles/imani-munyaka,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_San_Diego/Imani_Munyaka.jpg","usable security and privacy, technology policy"
"University of California, San Diego",computerScience,https://cse.ucsd.edu/,Black,Woman,Ndapa Nakashole,Associate Professor,https://cse.ucsd.edu/people/faculty-profiles/ndapa-nakashole,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_California,_San_Diego/Ndapa_Nakashole.jpg",natural language processing (nlp)
University of Central Florida,computerScience,https://www.cs.ucf.edu/,Hispanic,Woman,Carolina Cruzneira,Professor,https://www.cs.ucf.edu/person/carolina-cruz-neira/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Central_Florida/Carolina_Cruz-Neira.jpg,"virtual reality systems, simulation and training"
University of Chicago,computerScience,https://www.cs.uchicago.edu/,Hispanic,Man,Raul Castro Fernandez,Assistant Professor,https://cs.uchicago.edu/people/raul-castro-fernandez/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Chicago/Raul_Castro_Fernandezv.jpeg,"data management, data science"
University of Colorado Boulder,computerScience,https://www.colorado.edu/cs/,Black,Man,James Curry,Professor,https://www.colorado.edu/cs/james-curry,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Colorado_Boulder/James_Curry.jpg,"computational mathematics, nonlinear phenomena"
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Man,Christan Grant,Associate Professor,https://www.cise.ufl.edu/grant-christan/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Christan_Grant.jpg,"cloud computing, data mining"
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Woman,Christina Gardner-McCune,Associate Professor,https://www.cise.ufl.edu/gardner-mccune-christina/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Christina_Gardner-McCune.jpg,"cs education research, educational technologies"
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Man,Emmanuel J. Dorley,Assistant Professor,https://www.cise.ufl.edu/emmanuel-j-dorley/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Emmanuel_J._Dorley.jpg,artificial intelligence and natural language processing
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Man,Juan E. Gilbert,Professor,https://www.cise.ufl.edu/gilbert-juan/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Juan_E._Gilbert.jpg,"database, data science and informatics"
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Man,Kevin R. B. Butler,Professor,https://www.cise.ufl.edu/butler-kevin/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Kevin_R._B._Butler.jpg,"embedded systems, information security"
University of Florida,computerScience,https://www.cise.ufl.edu/,Black,Man,Kyla Mcmullen,Associate Professor,https://www.cise.ufl.edu/mcmullen-kyla/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Florida/Kyla_McMullen.jpg,human-centered computing
University of Houston,computerScience,https://www.uh.edu/nsm/computer-science/,Hispanic,Woman,Thamar Solorio,Professor,http://solorio.uh.edu/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Houston/Thamar_Solorio.jpg,natural language processing
"University of Maryland, Baltimore County",computerScience,https://www.csee.umbc.edu/,Black,Woman,Dmitri Perkins,Professor,https://www.csee.umbc.edu/people/faculty/dmitri-perkins/,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_Maryland,_Baltimore_County/Dmitri_Perkins.jpg","wireless and mobile communications, networking"
"University of Maryland, College Park",computerScience,https://www.cs.umd.edu/,Hispanic,Man,Pablo Paredes,Assistant Professor,https://www.cs.umd.edu/people/paredes,"https://academicphotos.s3.amazonaws.com/computerScience/University_of_Maryland,_College_Park/Pablo_Paredes.jpg","affective computing, ai"
University of Massachusetts Amherst,computerScience,https://www.cics.umass.edu/,Hispanic,Man,Juan Jimenez,Associate Professor,https://www.umass.edu/engineering/about/directory/juan-jimenez,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Massachusetts_Amherst/Juan_Jim%C3%A9nez.jpg,healthcare and biomedicine
University of Massachusetts Amherst,computerScience,https://www.cics.umass.edu/,Black,Woman,Shannon Roberts,Associate Professor,https://www.umass.edu/engineering/about/directory/shannon-roberts,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Massachusetts_Amherst/Shannon_Roberts_.jpg,smart communities and infrastructure
University of Miami,computerScience,https://www.coe.miami.edu/computer-science/,Hispanic,Woman,Vanessa Aguiarpulido,Assistant Professor,https://people.miami.edu/profile/0210dfb24ca8741f6344cbb45791d009,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Miami/Vanessa_Aguiar-Pulido.jpg,data sciencecomputational biology
University of New Mexico,computerScience,https://cs.unm.edu/,Hispanic,Woman,Lydia Tapia,Professor,https://www.cs.unm.edu/directory/faculty-profiles/lydia-tapia.html,https://academicphotos.s3.amazonaws.com/computerScience/University_of_New_Mexico/Lydia_Tapia.jpg,"robotic motion planning, computational biology"
University of New Mexico,computerScience,https://cs.unm.edu/,Hispanic,Woman,Trilce Estrada,Associate Professor,https://www.cs.unm.edu/directory/faculty-profiles/trilce-estrada.html,https://academicphotos.s3.amazonaws.com/computerScience/University_of_New_Mexico/Trilce_Estrada.jpg,"designing scalable machine learning techniques applied to data-intensive scientific problems, using distributed systems, mobile devices and crowd sourcing for pervasive health care"
University of Notre Dame,computerScience,https://cse.nd.edu/,Hispanic,Man,Diego Gomez-Zara,Assistant Professor,https://cse.nd.edu/faculty/diego-gomez-zara/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Notre_Dame/Diego_Gomez-Zara.jpeg,how social computational systems help people organize and collaborate
University of Notre Dame,computerScience,https://cse.nd.edu/,Hispanic,Woman,Karla Badillourquiola,Assistant Professor,https://cse.nd.edu/faculty/karla-badillo-urquiola/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Notre_Dame/Karla_Badillo-Urquiola.jpg,"human-computer interaction, social computing"
University of Pennsylvania,computerScience,https://www.cis.upenn.edu/,Hispanic,Woman,Alejandro Ribeiro,Professor,https://directory.seas.upenn.edu/alejandro-ribeiro/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Pennsylvania/Alejandro_Ribeiro.jpg,"signal processing, network theory"
University of Pennsylvania,computerScience,https://www.cis.upenn.edu/,Black,Man,Kevin B. Johnson,Professor,https://directory.seas.upenn.edu/kevin-b-johnson/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Pennsylvania/Kevin_B._Johnson.jpg,"biomedical informatics, pediatrics"
University of Rochester,computerScience,https://www.cs.rochester.edu/,Hispanic,Man,Gonzalo Mateos,Associate Professor,https://www.hajim.rochester.edu/ece/people/faculty/mateos_gonzalo/index.html,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Rochester/Gonzalo_Mateos.jpg,"statistical signal processing, networks"
University of South Florida,computerScience,https://www.usf.edu/engineering/cse/,Black,Man,John Murraybruce,Assistant Professor,https://www.usf.edu/engineering/cse/people/murray-bruce-john.aspx,https://academicphotos.s3.amazonaws.com/computerScience/University_of_South_Florida/John_Murray-Bruce.jpeg,computational imaging; pde-constrained inverse problems
University of South Florida,computerScience,https://www.usf.edu/engineering/cse/,Black,Woman,Tempestt Neal,Associate Professor,https://www.usf.edu/engineering/cse/people/neal-tempestt.aspx,https://academicphotos.s3.amazonaws.com/computerScience/University_of_South_Florida/Tempestt_Neal.jpg,biometrics; applied smart sensing; applied artificial intelligence
University of Texas at Arlington,computerScience,https://cse.uta.edu/,Black,Man,Habeeb Olufowobi,Assistant Professor,https://www.uta.edu/academics/faculty/profile?username=olufowobih,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Texas_at_Arlington/Habeeb_Olufowobi.jpg,"embedded systems security, network security"
University of Texas at El Paso,computerScience,https://www.utep.edu/cs/,Hispanic,Woman,Natalia Villanueva-Rosales,Associate Professor,https://expertise.utep.edu/profiles/nvillanuevarosales,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Texas_at_El_Paso/Natalia_Villanueva-Rosales.jpg,"knowledge graphs, ontologies engineering"
University of Texas at San Antonio,computerScience,https://www.utsa.edu/cs/,Hispanic,Woman,Amanda Fernandez,Assistant Professor,https://sciences.utsa.edu/faculty/profiles/fernandez-amanda.html,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Texas_at_San_Antonio/Amanda_Fernandez.jpg,"ai for physical sciences, computer vision"
University of Washington,computerScience,https://www.cs.washington.edu/,Black,Woman,Leilani Battle,Assistant Professor,https://homes.cs.washington.edu/~leibatt/bio.html,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Washington/Leilani_Battle.jpg,"databases, but utilizes research methodology and techniques from hci and visualization to integrate data processing (databases) with interactive interfaces (hci, visualization)"
University of Wisconsin-Madison,computerScience,https://www.cs.wisc.edu/,Black,Man,Charles Lee Isbell Jr.,Professor,https://www.cs.wisc.edu/staff/isbell-jr-charles-lee/,https://academicphotos.s3.amazonaws.com/computerScience/University_of_Wisconsin-Madison/Charles_Lee_Isbell_Jr.jpg,machine learning
Virginia Tech,computerScience,https://cs.vt.edu/,Black,Woman,Chris Brown,Assistant Professor,https://website.cs.vt.edu/people/faculty/chris-brown.html,https://academicphotos.s3.amazonaws.com/computerScience/Virginia_Tech/Chris_Brown.jpeg,"digital education, human-computer interaction"
Virginia Tech,computerScience,https://cs.vt.edu/,Black,Woman,Ihudiya Finda Williams,Assistant Professor,https://website.cs.vt.edu/people/faculty/ihudiya-finda-williams.html,https://academicphotos.s3.amazonaws.com/computerScience/Virginia_Tech/Ihudiya_Finda_Williams.jpeg,"human-computer interaction, data analytics"
Washington State University,computerScience,https://school.eecs.wsu.edu/,Black,Woman,Assefaw Gebremedhin,Associate Professor,https://school.eecs.wsu.edu/directory/wsu-profile/assefaw.gebremedhin/,https://academicphotos.s3.amazonaws.com/computerScience/Washington_State_University/Assefaw_Gebremedhin.jpg,"data science, ai"
