database_id,database_name,database_name_cleaned,database_university,database_discipline,database_race,database_gender,matched,speaker_id,speaker_name,speaker_university,speaker_race,speaker_gender,confidence,reasoning,candidates_checked,top_candidate_score
46f286bb9ee8f3b3,Francisco Alberto Fernandez-Lima,Francisco Alberto Fernandez-Lima,Florida International University,Chemistry,Hispanic,Man,True,6f647d97b96a,Francisco Alberto Fernandez-Lima,Florida International University,latino,man,high,"Exact match of full name, university, and discipline.",50,100.0
46f286bb9ee8f3b3,Francisco Alberto Fernandez-Lima,Francisco Alberto Fernandez-Lima,Florida International University,Chemistry,Hispanic,Man,True,5fe7cbca284d,Francisco A. Fernández-Lima,Florida International University,latino,man,high,"Exact match of name with middle initial, same university, and discipline.",50,100.0
c388bc2e8df0b0c0,Natalia Soares Quinete,Natalia Soares Quinete,Florida International University,Chemistry,Hispanic,Woman,True,dcbee2fa24cb,Natalia Soares Quinete,Florida International University,latino,woman,high,"Exact match on full name, university, and discipline.",50,100.0
817e739aed124baf,Ramon Lopez De La Vega,Ramon Lopez De La Vega,Florida International University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,57.0
6dee9effd2eaa789,Mosissa Fayissa,Mosissa Fayissa,George Mason University,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,59.0
06b490ef74653e61,Erik A. Rodriguez,Erik A Rodriguez,George Washington University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,81.0
9e0959adb4915cb2,Lakeisha Mcclary,Lakeisha Mcclary,George Washington University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,60.0
4816a31fd4c04e9d,Adegboyega Yomi Oyelere,Adegboyega Yomi Oyelere,Georgia Institute of Technology,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
3e1a1c83e2381cd0,Stefan France,Stefan France,Georgia Institute of Technology,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,85.0
3e3d5f5481e3545f,Suazette Reid Mooring,Suazette Reid Mooring,Georgia State University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,61.0
8162eafd6ccd1683,Christopher Blaszczak-Boxe,Christopher Blaszczak-Boxe,"Graduate Center, CUNY",Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,74.0
1d398ede17bcae67,Columba De La Parra,Columba De La Parra,"Graduate Center, CUNY",Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,62.0
a4714aa05ae228a0,Guillermo Geronanavarro,Guillermo Geronanavarro,"Graduate Center, CUNY",Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,60.0
82a618c700c9b1ee,Mande Holford,Mande Holford,"Graduate Center, CUNY",Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
31cd9d2004ced0c5,Maria Contel,Maria Contel,"Graduate Center, CUNY",Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,77.0
d02a5ca969d5e6ef,Mariana Torrente,Mariana Torrente,"Graduate Center, CUNY",Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
663fa51f4f61ffc1,Naphtali Oconnor,Naphtali Oconnor,"Graduate Center, CUNY",Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,62.0
a697aa3d4153e056,Wayne Harding,Wayne Harding,"Graduate Center, CUNY",Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
1e0beb465e47a486,Yolanda A. Small,Yolanda A Small,"Graduate Center, CUNY",Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,64.0
93800f648021e1bf,Tendai Gadzikwa,Tendai Gadzikwa,Kansas State University,Chemistry,Black,Woman,True,9c76dd71e945,Tendai Gadzikwa,Kansas State University,black,man,high,"Exact match on name and university, with a perfect score of 100.0, indicating a high likelihood of being the same person.",50,100.0
1f26fae2298475a8,Daniel Kuroda,Daniel Kuroda,Louisiana State University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,76.0
93113689aefbf0f9,Victor Garcia Lopez,Victor Garcia Lopez,Louisiana State University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,80.0
6455f05bb4e0c47c,Zakiya Wilson-Kennedy,Zakiya Wilson-Kennedy,Louisiana State University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,56.0
24b597c549082d5f,Oleta Johnson,Oleta Johnson,Massachusetts Institute of Technology,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,73.0
8933a270dee2b68e,Robert J. Gilliard Jr.,Robert J Gilliard Jr,Massachusetts Institute of Technology,Chemistry,Black,Man,True,9226a465b7b3,"Robert J. Gilliard, Jr.",Massachusetts Institute of Technology,black,man,high,"Exact match on name, university, and discipline. The inclusion of 'Jr.' matches the database entry.",50,100.0
8933a270dee2b68e,Robert J. Gilliard Jr.,Robert J Gilliard Jr,Massachusetts Institute of Technology,Chemistry,Black,Man,True,3fba3d6101f5,Robert Gilliard,Massachusetts Institute of Technology,black,man,high,"Name matches closely with the omission of 'J.' and 'Jr.', which are common variations. University and discipline also match.",50,100.0
d8b5fa86f5b9e09a,Kevin D. Walker,Kevin D Walker,Michigan State University,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,74.0
7889e187dce69d43,Colleen Scott,Colleen Scott,Mississippi State University,Chemistry,Black,Woman,True,1b0cc162b8bd,Colleen Scott,Mississippi State University,black,man,high,"Exact match on name and university, indicating the same person.",50,100.0
d582da09805d25f1,Virginia Montiel-Palma,Virginia Montiel-Palma,Mississippi State University,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,63.0
7a863eb1dfe6165b,Jennifer Dubois,Jennifer Dubois,Montana State University,Chemistry,Hispanic,Woman,True,8482baa4b7b6,Jen DuBois,Michigan State University,white,woman,high,"The name 'Jen DuBois' is a common variation or nickname for 'Jennifer Dubois'. The last name matches exactly, and 'Jen' is a common short form of 'Jennifer'.",50,90.0
3bc8c9adc0aedb30,Edgardo Farinas,Edgardo Farinas,New Jersey Institute of Technology,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,69.0
51a01b8d7bb59824,Omowunmi Sadik,Omowunmi Sadik,New Jersey Institute of Technology,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,65.5
5a40051f161d40be,Sara Casado Zapico,Sara Casado Zapico,New Jersey Institute of Technology,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,56.0
42bf3440c5993a83,Alisha Jones,Alisha Jones,New York University,Chemistry,Black,Woman,True,444abb2dda1b,Alisha Jones,New York University,black,man,high,"Exact match on name and university, indicating the same person.",50,100.0
858b145ba7eed38d,Claudia Avalos,Claudia Avalos,New York University,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,69.0
41fefa9b876c5df5,Marc Anton Walters,Marc Anton Walters,New York University,Chemistry,Black,Man,True,7e374c42951a,Mark Tuckerman,New York University,white,man,medium,The speaker is from the same university (New York University) as Marc Anton Walters. The first name 'Mark' is a common variation of 'Marc'.,1104,90.0
41fefa9b876c5df5,Marc Anton Walters,Marc Anton Walters,New York University,Chemistry,Black,Man,True,3f7975a10429,Paramjit Arora,New York University,asian,man,low,"The speaker is from the same university (New York University) as Marc Anton Walters. However, the names do not closely match, making this a low confidence match.",1104,90.0
5c16dcf2f6ff0205,Stefano Sacanna,Stefano Sacanna,New York University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
c73d3b22afb14092,Tania Lupoli,Tania Lupoli,New York University,Chemistry,Hispanic,Woman,True,a66378247dc5,Tania Lupoli,New York University,white,woman,high,"Exact match on name and university, indicating the same person.",50,100.0
8a43171e16303b92,Elon Ison,Elon Ison,North Carolina State University,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,73.0
78e53872fcfa6b12,Phil Castellano,Phil Castellano,North Carolina State University,Chemistry,Hispanic,Man,True,03d4844a9a8c,Phil Castellano,North Carolina State University,latino,man,high,"Exact match on name and university, indicating the same person.",50,100.0
449b306333984fda,Damilola Daramola,Damilola Daramola,Northeastern University,Chemistry,Black,Man,True,769cb20d2087,Damilola Daramola,Northeastern University,black,man,high,"Exact match on name, university, and discipline.",50,100.0
67cf2e1d3e1e3dcf,Diego Alzate-Sanchez,Diego Alzate-Sanchez,Northeastern University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,69.0
1a7ad8aaedd4f435,Thiago Monteiro Araujo Dos Santos,Thiago Monteiro Araujo Dos Santos,Northeastern University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,65.5
dd7f9f699e1b2c20,Monica Olvera De La Cruz,Monica Olvera De La Cruz,Northwestern University,Chemistry,Hispanic,Woman,True,2215897e1839,Monica Olvera de la Cruz,Northwestern University,white,woman,high,"The name matches exactly with the database entry, including the university affiliation and discipline.",50,100.0
4214c507bd46f97a,Squire J. Booker,Squire J Booker,Pennsylvania State University,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,55.0
7eb1d4cef9bd4e6a,Gustavo Scuseria,Gustavo Scuseria,Rice University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,58.0
493e52d6ed044fe8,Gene Hall,Gene Hall,Rutgers University-New Brunswick,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,64.0
6a59ad75622bba52,Jean Rivera-Rios,Jean Rivera-Rios,Rutgers University-New Brunswick,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,69.0
16dfd2aeadd08a95,Laura M.K. Dassama,Laura MK Dassama,Stanford University,Chemistry,Black,Woman,True,f36e4302c6d7,Laura M. K. Dassama,Stanford University,black,man,high,"Exact match on name with middle initials, same university, and discipline.",50,100.0
16dfd2aeadd08a95,Laura M.K. Dassama,Laura MK Dassama,Stanford University,Chemistry,Black,Woman,True,e604a27cd646,Laura Dassama,Stanford University,black,man,high,"Exact match on first and last name, same university, and discipline. Middle initials omitted, which is common.",50,100.0
27ce56a6d39f58dd,Gerardo Gamez,Gerardo Gamez,Texas Tech University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
b3f6d685cc1a0367,Jorge A. Morales,Jorge A Morales,Texas Tech University,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,64.0
293549beb6900530,Rabi Ann Musah,Rabi Ann Musah,"University at Albany, SUNY",Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,62.0
8bf29edd4c70f199,Luis R. De Jesus Baez,Luis R De Jesus Baez,University at Buffalo,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,56.0
2614e3b598abc229,Elizabeth Duran,Elizabeth Duran,University of Alabama at Birmingham,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,81.0
a6494fecbafed118,Katrina Miranda,Katrina Miranda,University of Arizona,Chemistry,Hispanic,Woman,True,09d10209e48c,Katrina Miranda,University of Arizona,latino,woman,high,"Exact match on name and university, indicating the same person.",50,100.0
58f3e9b471bc246e,Paul Adams,Paul Adams,University of Arkansas,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,74.0
5ae9c4fed50abc37,Carlos J. Bustamante,Carlos J Bustamante,"University of California, Berkeley",Chemistry,Hispanic,Man,True,ef6c245b995e,Carlos Bustamente,"University of California, Berkeley",latino,man,high,"The name 'Carlos Bustamente' closely matches 'Carlos J. Bustamante' with a minor spelling variation in the last name. The university affiliation is the same (University of California, Berkeley), and the discipline is Chemistry, which aligns with the database entry.",50,95.0
8aa1440ddb174ac4,Richmond Sarpong,Richmond Sarpong,"University of California, Berkeley",Chemistry,Black,Man,True,4c6945c7ae9e,Richmond Sarpong,"University of California, Berkeley",black,man,high,"Exact match on name and university, with a perfect score of 100.0, indicating a high likelihood of being the same person.",50,100.0
258a08fedfb19a4d,Jose A. Rodriguez,Jose A Rodriguez,"University of California, Los Angeles",Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,83.0
834d50a5fbf2d192,Boniface P. T. Fokwa,Boniface P T Fokwa,"University of California, Riverside",Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,50.0
c4335d894bed6b23,Nadia G. Leonard,Nadia G Leonard,"University of California, Santa Barbara",Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,62.0
a83cf180f40f160f,Candice Bridge,Candice Bridge,University of Central Florida,Chemistry,Black,Woman,True,d3170dcf9430,Candice Bridge,University of Central Florida,black,woman,high,"Exact match on name, university, and discipline. The score is perfect, indicating a high likelihood of being the same person.",50,100.0
e5604c0ab34683c3,Karin Chumbimunitorres,Karin Chumbimunitorres,University of Central Florida,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,57.0
49bf6e85534607d6,Briana Simms,Briana Simms,University of Cincinnati,Chemistry,Black,Woman,True,6985d1f3c78a,Briana Simms,University of Cincinnati,black,man,high,"Exact match on name and university, indicating the same person.",50,100.0
6c5aaff6979f48e9,Noe T. Alvarez,Noe T Alvarez,University of Cincinnati,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,75.0
34cbe66c593300b6,Alfredo Angeles-Boza,Alfredo Angeles-Boza,University of Connecticut,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,62.0
09d5dd24f4b9467c,Emil Hernandez-Pagan,Emil Hernandez-Pagan,University of Delaware,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,63.0
a4124f6b4ee0e3f7,Jocelyn Alcantara-Garcia,Jocelyn Alcantara-Garcia,University of Delaware,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,54.0
901f02c29dbb6770,Sharon L. Neal,Sharon L Neal,University of Delaware,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,64.0
a21fdd7f481720c0,Gregory H. Robinson,Gregory H Robinson,University of Georgia,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,76.0
f8ec2d8d6ab07226,Jeanluc Ayitou,Jeanluc Ayitou,University of Illinois Chicago,Chemistry,Black,Man,True,116278aa9dfd,Jean-Luc Ayitou,University of Illinois,black,man,high,"The name 'Jean-Luc Ayitou' closely matches 'Jeanluc Ayitou' with only a minor variation in the hyphenation of the first name. The university is also a close match, with 'University of Illinois' being a possible shorthand for 'University of Illinois Chicago'.",50,97.0
f8ec2d8d6ab07226,Jeanluc Ayitou,Jeanluc Ayitou,University of Illinois Chicago,Chemistry,Black,Man,True,79a30b6c617d,A. Jean-Luc Ayitou,University of Illinois,black,man,medium,"The name 'A. Jean-Luc Ayitou' matches 'Jeanluc Ayitou' with the addition of an initial and a hyphen in the first name. The university is a close match, with 'University of Illinois' potentially referring to 'University of Illinois Chicago'.",50,97.0
181062a6f78d6879,Joaquin Rodriguez-Lopez,Joaquin Rodriguez-Lopez,University of Illinois Urbana-Champaign,Chemistry,Hispanic,Man,True,0ef24b7ae76b,Joaquín Rodríguez-López,University of Illinois Urbana-Champaign,latino,man,high,"Exact match in name, university, and discipline. The diacritic in 'Joaquín' is a common variation and does not affect the match.",50,100.0
181062a6f78d6879,Joaquin Rodriguez-Lopez,Joaquin Rodriguez-Lopez,University of Illinois Urbana-Champaign,Chemistry,Hispanic,Man,True,54e59429db05,Joaquín Rodríguez López,University of Illinois Urbana-Champaign,latino,man,high,"Exact match in name, university, and discipline. The space in 'Rodríguez López' is a common variation and does not affect the match.",50,100.0
b0cd99762df1343c,Pere Miro,Pere Miro,University of Iowa,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,67.0
734fbce848830d0d,Marcelo I. Guzman,Marcelo I Guzman,University of Kentucky,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,60.0
84df5949c4b25562,Samuel G. Awuah,Samuel G Awuah,University of Kentucky,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,69.0
dfa5747d1fe50740,Aleeta M. Powe,Aleeta M Powe,University of Louisville,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,61.0
d471e46fad886797,Frederick A. Luzzio,Frederick A Luzzio,University of Louisville,Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,56.0
fb1fe8025ea3f2f8,Tanei J. Ricks,Tanei J Ricks,University of Memphis,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,59.0
bd9bc8501a8b118b,Christian Agatemor,Christian Agatemor,University of Miami,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,72.0
2e24b5fd78fb1307,Stephen Maldonado,Stephen Maldonado,University of Michigan,Chemistry,Hispanic,Man,True,c40d5b197384,Stephen Maldonado,University of Michigan,latino,man,high,Exact match of name and university with the database faculty member.,50,100.0
9de3e7bc735fc350,Theodore Goodson III,Theodore Goodson III,University of Michigan,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,73.0
497ea3b4b8d5554c,Edgar A. Arriaga,Edgar A Arriaga,University of Minnesota,Chemistry,Hispanic,Man,True,00f0c1537dd8,Edgar A. Arriaga,University of Minnesota,latino,man,high,"Exact match on name, university, and discipline. The score is perfect, indicating a high likelihood of being the same person.",50,100.0
e537034f18afdfe4,Melissa Ramirez,Melissa Ramirez,University of Minnesota,Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,71.0
1181c1f794f76592,Ernesto Abel-Santos,Ernesto Abel-Santos,"University of Nevada, Las Vegas",Chemistry,Hispanic,Man,False,,,,,,,No match found among 1104 candidates checked,1104,59.0
352fd00f137a0236,Ana De Bettencourt-Dias,Ana De Bettencourt-Dias,"University of Nevada, Reno",Chemistry,Hispanic,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,54.0
7c3293edb5c376ef,Samuel Odoh,Samuel Odoh,"University of Nevada, Reno",Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,82.0
780568fa3b342d48,Terefe G. Habteyes,Terefe G Habteyes,University of New Mexico,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,58.0
fa45aa9b46e1a5dd,Sidney Wilkersonhill,Sidney Wilkersonhill,University of North Carolina at Chapel Hill,Chemistry,Black,Man,True,2ca7450d6fb3,Sidney Malik Wilkerson-Hill,University of North Carolina,black,man,high,"The speaker's name 'Sidney Malik Wilkerson-Hill' closely matches the database name 'Sidney Wilkersonhill'. The first name 'Sidney' and last name 'Wilkerson-Hill' are consistent, with the addition of a middle name 'Malik'. The university affiliation 'University of North Carolina' is also consistent with the database entry 'University of North Carolina at Chapel Hill'.",50,98.0
3244c81a998eae21,Daniel Afosah,Daniel Afosah,University of North Texas,Chemistry,Black,Man,False,,,,,,,No match found among 1104 candidates checked,1104,72.0
9895f7eb82844f89,Ignacio Franco,Ignacio Franco,University of Rochester,Chemistry,Hispanic,Man,True,528368223c37,Ignacio Franco,University of Rochester,latino,man,high,"Exact match on name, university, and discipline.",50,100.0
8e8ed61d0ee839c3,Ampofo K. Darko,Ampofo K Darko,University of Tennessee,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,56.0
79a7b7a030374887,Kayunta Johnson-Winters,Kayunta Johnson-Winters,University of Texas at Arlington,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,65.0
67088f0f29e25a6b,Luisa Whittakerbrooks,Luisa Whittakerbrooks,University of Utah,Chemistry,Black,Woman,True,15094133ab8e,Luisa Whittaker-Brooks,University of Utah,black,woman,high,"The name 'Luisa Whittaker-Brooks' closely matches 'Luisa Whittakerbrooks' with only a minor variation in the hyphenation of the last name. The university, University of Utah, is the same, and the discipline is also Chemistry, indicating a strong likelihood that this is the same person.",50,98.5
96cd62525124f3a1,Samson A. Jenekhe,Samson A Jenekhe,University of Washington,Chemistry,Black,Man,True,5f624abb875a,Samson Jenekhe,University of Washington,black,man,high,"The name 'Samson Jenekhe' matches exactly with the database entry 'Samson A. Jenekhe', and the university 'University of Washington' is also the same. The score of 100.0 further supports this match.",50,100.0
1ec9ff5615ebaef4,Andrea Locke,Andrea Locke,Vanderbilt University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,73.0
99bca2309d06a4eb,Rena A. S. Robinson,Rena A S Robinson,Vanderbilt University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,80.0
8e10c7315f0d7d81,Steven D. Townsend,Steven D Townsend,Vanderbilt University,Chemistry,Black,Man,True,f9066160d03c,Steven D. Townsend,Vanderbilt University,white,man,high,"Exact match on full name, university, and discipline.",50,100.0
8e10c7315f0d7d81,Steven D. Townsend,Steven D Townsend,Vanderbilt University,Chemistry,Black,Man,True,4e7fb10114bc,Steve Townsend,,white,man,medium,"Name matches with a common nickname variation ('Steve' for 'Steven'). University information is missing, but the high score suggests a likely match.",50,100.0
481640e1378ed37c,Tobi Odeleye,Tobi Odeleye,West Virginia University,Chemistry,Black,Woman,False,,,,,,,No match found among 1104 candidates checked,1104,61.0
5a01bdf9acac2bfa,Andrea Richa,Andrea Richa,Arizona State University,Computer Science,Hispanic,Woman,False,,,,,,,No match found among 590 candidates checked,590,74.0
04db151cb32909a0,Cheryl Seals,Cheryl Seals,Auburn University,Computer Science,Black,Woman,False,,,,,,,No match found among 590 candidates checked,590,61.0
d05b1ac66371eabe,Gerry Dozier,Gerry Dozier,Auburn University,Computer Science,Black,Man,False,,,,,,,No match found among 590 candidates checked,590,61.0
914330bb7e7ae4ca,Jakita O. Thomas,Jakita O Thomas,Auburn University,Computer Science,Black,Woman,False,,,,,,,No match found among 590 candidates checked,590,72.0
84fbc973ff9a89bb,Mario Garciasanz,Mario Garciasanz,Case Western Reserve University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,76.0
090a0b48fe4a9cc1,Carlos Toxtli-Hernandez,Carlos Toxtli-Hernandez,Clemson University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,68.0
837ebac21cc2d3a2,Gabe Fierro,Gabe Fierro,Colorado School of Mines,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,58.0
c722db23fb693a71,Francisco Ortega,Francisco Ortega,Colorado State University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,69.0
53635d92ef8fa7bd,Brian A. Smith,Brian A Smith,Columbia University,Computer Science,Black,Man,False,,,,,,,No match found among 590 candidates checked,590,74.0
ef547ad1605f0451,Owolabi Legunsen,Owolabi Legunsen,Cornell University,Computer Science,Black,Man,False,,,,,,,No match found among 590 candidates checked,590,58.0
f9c0500611a6632a,Temiloluwa O. Prioleau,Temiloluwa O Prioleau,Dartmouth College,Computer Science,Black,Woman,False,,,,,,,No match found among 590 candidates checked,590,54.0
6c0b96820c9b65b3,Santiago Ontanon,Santiago Ontanon,Drexel University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,61.0
7eb417b22c8071a6,Dorian Arnold,Dorian Arnold,Emory University,Computer Science,Black,Man,False,,,,,,,No match found among 590 candidates checked,590,64.0
4035c2750ea8650b,Yolanda Rankin,Yolanda Rankin,Emory University,Computer Science,Black,Woman,False,,,,,,,No match found among 590 candidates checked,590,58.0
98aff3f86ef296c6,Leonardo Bobadilla,Leonardo Bobadilla,Florida International University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,56.0
6740d15aa8fa3b78,Brittany Johnson-Matthews,Brittany Johnson-Matthews,George Mason University,Computer Science,Black,Woman,False,,,,,,,No match found among 590 candidates checked,590,62.0
d76d81d8d95b9b42,Daniel Barbara,Daniel Barbara,George Mason University,Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,69.0
640c9dc84692cd37,Asohan Amarasingham,Asohan Amarasingham,"Graduate Center, CUNY",Computer Science,Black,Man,False,,,,,,,No match found among 590 candidates checked,590,72.0
e12cc37b97ea60d6,Candido Cabo,Candido Cabo,"Graduate Center, CUNY",Computer Science,Hispanic,Man,False,,,,,,,No match found among 590 candidates checked,590,61.0
